,rank,frequency,lemma,kana
6282,6454,8.05,ゆったり,ゆったり
6283,6455,8.05,明示,めいじ
6284,6456,8.05,わたる,わたる
6285,6457,8.04,いちいち,いちいち
6286,6458,8.04,復旧,ふっきゅう
6287,6459,8.04,下旬,げじゅん
6288,6460,8.04,はずす,はずす
6289,6461,8.03,レット,レット
6290,6462,8.03,数量,すうりょう
6291,6463,8.03,司,つかさ
6292,6464,8.03,ペルー,ペルー
6293,6465,8.03,野生,やせい
6294,6466,8.03,友好,ゆうこう
6295,6467,8.03,およぶ,およぶ
6296,6468,8.03,諮問,しもん
6297,6469,8.02,最小限,さいしょうげん
6298,6470,8.02,残高,ざんだか
6299,6471,8.02,祖母,そぼ
6300,6472,8.02,ハードウェア,ハードウェア
6301,6473,8.01,寄与,きよ
6302,6474,8.01,素朴,そぼく
6303,6475,8.01,クリーム,クリーム
6304,6476,8.0,上限,じょうげん
6305,6477,8.0,武力,ぶりょく
6306,6478,8.0,ドキュメンタリー,ドキュメンタリー
6307,6479,8.0,近隣,きんりん
6308,6480,8.0,ジャン,ジャン
6309,6481,7.99,不信,ふしん
6310,6482,7.99,ストレート,ストレート
6311,6483,7.99,運賃,うんちん
6312,6484,7.99,ポーランド,ポーランド
6313,6485,7.98,ノリ,ノリ
6314,6486,7.98,トーナメント,トーナメント
6315,6487,7.98,要領,ようりょう
6316,6488,7.97,発掘,はっくつ
6317,6489,7.97,劣る,おとる
6318,6490,7.97,ソフトバンク,ソフトバンク
6319,6491,7.97,茨城,いばらき
6320,6492,7.97,新築,しんちく
6321,6493,7.97,取り付ける,とりつける
6322,6494,7.97,仮想,かそう
6323,6495,7.96,叱る,しかる
6324,6496,7.96,コンテスト,コンテスト
6325,6497,7.95,どころか,どころか
6326,6498,7.95,円滑,えんかつ
6327,6499,7.95,直感,ちょっかん
6328,6500,7.95,はく,はく
6329,6501,7.95,カルチャー,カルチャー
6330,6502,7.94,紫,むらさき
6331,6503,7.94,佑,ゆう
6332,6504,7.94,ホット,ホット
6333,6505,7.94,過激,かげき
6334,6506,7.94,秋田,あきた
6335,6507,7.93,引き継ぐ,ひきつぐ
6336,6508,7.93,斬る,きる
6337,6509,7.93,ばか,ばか
6338,6510,7.93,忠実,ちゅうじつ
6339,6511,7.92,ナイト,ナイト
6340,6512,7.92,付け加える,つけくわえる
6341,6513,7.92,読売,よみうり
6342,6514,7.92,彼氏,かれし
6343,6515,7.92,えらい,えらい
6344,6516,7.92,娯楽,ごらく
6345,6517,7.92,相性,あいしょう
6346,6518,7.92,パチンコ,パチンコ
6347,6519,7.91,変身,へんしん
6348,6520,7.91,たまらない,たまらない
6349,6521,7.91,うむ,うむ
6350,6522,7.91,収まる,おさまる
6351,6523,7.91,灯,ともしび
6352,6524,7.91,弘,ひろし
6353,6525,7.91,ベテラン,ベテラン
6354,6526,7.9,見上げる,みあげる
6355,6527,7.9,債,さい
6356,6528,7.9,大蔵,おおくら
6357,6529,7.9,生態,せいたい
6358,6530,7.9,盛る,もる
6359,6531,7.9,挿入,そうにゅう
6360,6532,7.9,脱ぐ,ぬぐ
6361,6533,7.89,コンクリート,コンクリート
6362,6534,7.89,受注,じゅちゅう
6363,6535,7.89,阿部,あべ
6364,6536,7.88,トータル,トータル
6365,6537,7.88,不利,ふり
6366,6538,7.88,協調,きょうちょう
6367,6539,7.88,模索,もさく
6368,6540,7.88,サーチ,サーチ
6369,6541,7.87,遺伝,いでん
6370,6542,7.87,仕掛ける,しかける
6371,6543,7.87,発する,はっする
6372,6544,7.86,仕掛け,しかけ
6373,6545,7.86,句,く
6374,6546,7.86,称す,しょうす
6375,6547,7.86,廊下,ろうか
6376,6548,7.86,酸,さん
6377,6549,7.86,地方自治体,ちほうじちたい
6378,6550,7.86,内田,うちだ
6379,6551,7.86,手配,てはい
6380,6552,7.86,国王,こくおう
6381,6553,7.85,議決,ぎけつ
6382,6554,7.85,をめぐって,をめぐって
6383,6555,7.85,強引,ごういん
6384,6556,7.85,短編,たんぺん
6385,6557,7.85,痛感,つうかん
6386,6558,7.84,片付ける,かたづける
6387,6559,7.84,かけ,かけ
6388,6560,7.84,出生,しゅっしょう
6389,6561,7.84,スピーチ,スピーチ
6390,6562,7.84,一括,いっかつ
6391,6563,7.83,刀,かたな
6392,6564,7.83,爆笑,ばくしょう
6393,6565,7.83,石炭,せきたん
6394,6566,7.83,お祈り,おいのり
6395,6567,7.83,刑,けい
6396,6568,7.82,分る,わかる
6397,6569,7.82,綴る,つづる
6398,6570,7.82,リクエスト,リクエスト
6399,6571,7.82,天候,てんこう
6400,6572,7.82,手軽,てがる
6401,6573,7.82,選出,せんしゅつ
6402,6574,7.82,かわり,かわり
6403,6575,7.82,反する,はんする
6404,6576,7.82,浮気,うわき
6405,6577,7.82,ニュージーランド,ニュージーランド
6406,6578,7.82,看護婦,かんごふ
6407,6579,7.81,殿,どの
6408,6580,7.81,駆使,くし
6409,6581,7.81,登山,とざん
6410,6582,7.81,ヒーロー,ヒーロー
6411,6583,7.8,計上,けいじょう
6412,6584,7.8,パンフレット,パンフレット
6413,6585,7.8,協同,きょうどう
6414,6586,7.79,選任,せんにん
6415,6588,7.79,無償,むしょう
6416,6589,7.79,合法,ごうほう
6417,6590,7.78,ステーション,ステーション
6418,6591,7.78,パッ,パッ
6419,6592,7.78,向き合う,むきあう
6420,6593,7.78,歴,れき
6421,6594,7.78,送付,そうふ
6422,6595,7.77,中世,ちゅうせい
6423,6596,7.77,騒音,そうおん
6424,6597,7.76,隊員,たいいん
6425,6598,7.76,モーツァルト,モーツァルト
6426,6599,7.76,外来,がいらい
6427,6600,7.76,シャープ,シャープ
6428,6601,7.76,仲裁,ちゅうさい
6429,6602,7.76,奥様,おくさま
6430,6603,7.76,参画,さんかく
6431,6604,7.76,キム,キム
6432,6605,7.76,紅茶,こうちゃ
6433,6606,7.75,棟,とう
6434,6607,7.75,領土,りょうど
6435,6608,7.75,井,い
6436,6609,7.75,チャット,チャット
6437,6610,7.75,集約,しゅうやく
6438,6611,7.75,神秘,しんぴ
6439,6612,7.75,家計,かけい
6440,6613,7.75,四国,しこく
6441,6614,7.75,でかい,でかい
6442,6615,7.74,連想,れんそう
6443,6616,7.74,同行,どうこう
6444,6617,7.74,減税,げんぜい
6445,6618,7.74,いささか,いささか
6446,6619,7.74,岸,きし
6447,6620,7.73,アレンジ,アレンジ
6448,6621,7.73,妥協,だきょう
6449,6622,7.73,ベンチ,ベンチ
6450,6623,7.73,検察官,けんさつかん
6451,6624,7.73,酸素,さんそ
6452,6625,7.73,パニック,パニック
6453,6626,7.73,ビタミン,ビタミン
6454,6627,7.73,鳴らす,ならす
6455,6628,7.73,兄さん,にいさん
6456,6629,7.72,祝,しゅく
6457,6630,7.72,テクニカル,テクニカル
6458,6631,7.72,奨励,しょうれい
6459,6632,7.72,歯科,しか
6460,6633,7.72,セント,セント
6461,6634,7.72,たどり着く,たどりつく
6462,6635,7.71,ホルモン,ホルモン
6463,6636,7.71,陸上,りくじょう
6464,6637,7.71,液,えき
6465,6638,7.71,肥料,ひりょう
6466,6639,7.71,同級生,どうきゅうせい
6467,6640,7.7,取り除く,とりのぞく
6468,6641,7.7,溜まる,たまる
6469,6642,7.7,抽選,ちゅうせん
6470,6643,7.69,エレベーター,エレベーター
6471,6644,7.69,氏名,しめい
6472,6645,7.69,軽,けい
6473,6646,7.68,親友,しんゆう
6474,6647,7.68,におい,におい
6475,6648,7.68,直接的,ちょくせつてき
6476,6649,7.68,西部,せいぶ
6477,6650,7.67,黒字,くろじ
6478,6651,7.67,移籍,いせき
6479,6652,7.67,そうですね,そうですね
6480,6653,7.67,顕著,けんちょ
6481,6654,7.67,預かる,あずかる
6482,6655,7.67,ホッ,ホッ
6483,6656,7.67,丼,どんぶり
6484,6657,7.67,切れ,きれ
6485,6658,7.67,絶対に,ぜったいに
6486,6660,7.67,フォーマット,フォーマット
6487,6661,7.67,潰す,つぶす
6488,6662,7.67,見込む,みこむ
6489,6663,7.67,航空機,こうくうき
6490,6664,7.66,らん,らん
6491,6665,7.66,畳,たたみ
6492,6666,7.66,農薬,のうやく
6493,6667,7.65,コチ,コチ
6494,6668,7.65,少,しょう
6495,6669,7.65,セールス,セールス
6496,6670,7.65,靖国神社,やすくにじんじゃ
6497,6671,7.65,総括,そうかつ
6498,6672,7.64,当てはまる,あてはまる
6499,6673,7.64,軍人,ぐんじん
6500,6674,7.64,もてる,もてる
6501,6675,7.63,折る,おる
6502,6676,7.63,僅か,わずか
6503,6677,7.63,そうなると,そうなると
6504,6678,7.63,雑談,ざつだん
6505,6679,7.63,見逃す,みのがす
6506,6680,7.63,酷い,ひどい
6507,6681,7.63,計る,はかる
6508,6682,7.63,国道,こくどう
6509,6683,7.63,無名,むめい
6510,6684,7.63,固まる,かたまる
6511,6685,7.62,性別,せいべつ
6512,6686,7.62,弔,ちょう
6513,6687,7.62,好奇,こうき
6514,6688,7.62,まっすぐ,まっすぐ
6515,6689,7.62,幻,まぼろし
6516,6690,7.62,気持,きもち
6517,6691,7.62,ストック,ストック
6518,6692,7.62,みなさま,みなさま
6519,6693,7.62,みずから,みずから
6520,6694,7.62,ロバート,ロバート
6521,6695,7.61,にあたる,にあたる
6522,6696,7.61,通報,つうほう
6523,6697,7.61,替える,かえる
6524,6698,7.61,攻略,こうりゃく
6525,6699,7.61,虐殺,ぎゃくさつ
6526,6700,7.6,構える,かまえる
6527,6701,7.6,受け付ける,うけつける
6528,6702,7.59,適合,てきごう
6529,6703,7.59,思いっきり,おもいっきり
6530,6704,7.59,滑る,すべる
6531,6705,7.59,逃す,のがす
6532,6706,7.59,一員,いちいん
6533,6707,7.59,まる,まる
6534,6708,7.59,水分,すいぶん
6535,6709,7.59,足す,たす
6536,6710,7.59,核兵器,かくへいき
6537,6711,7.58,お祭り,おまつり
6538,6712,7.58,周知,しゅうち
6539,6713,7.58,洋服,ようふく
6540,6714,7.58,ほん,ほん
6541,6715,7.58,性的,せいてき
6542,6716,7.57,置き換える,おきかえる
6543,6717,7.57,皇帝,こうてい
6544,6719,7.57,発覚,はっかく
6545,6720,7.57,当たり,あたり
6546,6721,7.57,足元,あしもと
6547,6722,7.57,乏しい,とぼしい
6548,6723,7.56,日誌,にっし
6549,6724,7.56,太田,おおた
6550,6725,7.56,闘い,たたかい
6551,6726,7.56,ウェイ,ウェイ
6552,6727,7.56,余談,よだん
6553,6728,7.56,数多く,かずおおく
6554,6729,7.56,外見,がいけん
6555,6730,7.56,読み,よみ
6556,6731,7.56,目安,めやす
6557,6732,7.55,滝,たき
6558,6733,7.54,デザート,デザート
6559,6734,7.54,知性,ちせい
6560,6735,7.54,満つ,みつ
6561,6736,7.53,薬物,やくぶつ
6562,6737,7.53,敏感,びんかん
6563,6738,7.53,ミリ,ミリ
6564,6739,7.53,来年度,らいねんど
6565,6740,7.53,乳,ちち
6566,6741,7.53,醤油,しょうゆ
6567,6742,7.52,ぜんぜん,ぜんぜん
6568,6743,7.52,ついてる,ついてる
6569,6744,7.52,品目,ひんもく
6570,6745,7.51,トライ,トライ
6571,6746,7.51,総長,そうちょう
6572,6747,7.51,衝動,しょうどう
6573,6748,7.51,点数,てんすう
6574,6749,7.51,フィンランド,フィンランド
6575,6750,7.51,主観,しゅかん
6576,6751,7.51,スカ,スカ
6577,6752,7.51,収納,しゅうのう
6578,6753,7.51,岩手,いわて
6579,6754,7.51,税率,ぜいりつ
6580,6755,7.5,西村,にしむら
6581,6756,7.5,今更,いまさら
6582,6757,7.5,ボン,ボン
6583,6758,7.5,ナン,ナン
6584,6759,7.5,題名,だいめい
6585,6760,7.5,部員,ぶいん
6586,6761,7.49,豊,ゆたか
6587,6762,7.49,横断,おうだん
6588,6763,7.49,担任,たんにん
6589,6764,7.49,翌年,よくねん
6590,6765,7.48,文脈,ぶんみゃく
6591,6766,7.48,容器,ようき
6592,6767,7.48,基調,きちょう
6593,6768,7.48,酔う,よう
6594,6769,7.48,無関係,むかんけい
6595,6770,7.47,お陰,おいん
6596,6771,7.47,閣僚,かくりょう
6597,6772,7.47,兼ねる,かねる
6598,6773,7.47,内面,ないめん
6599,6774,7.47,活,かつ
6600,6775,7.47,アイス,アイス
6601,6776,7.46,許容,きょよう
6602,6777,7.46,選考,せんこう
6603,6778,7.46,さほど,さほど
6604,6779,7.46,宝,たから
6605,6780,7.46,本能,ほんのう
6606,6781,7.45,思い込む,おもいこむ
6607,6782,7.44,レンジ,レンジ
6608,6783,7.44,につれて,につれて
6609,6784,7.44,ねらう,ねらう
6610,6785,7.44,将棋,しょうぎ
6611,6786,7.44,混じる,まじる
6612,6787,7.44,キャンセル,キャンセル
6613,6788,7.44,うた,うた
6614,6789,7.44,医薬品,いやくひん
6615,6790,7.44,かわいそう,かわいそう
6616,6791,7.44,条文,じょうぶん
6617,6792,7.43,いじる,いじる
6618,6793,7.43,開店,かいてん
6619,6794,7.43,合流,ごうりゅう
6620,6795,7.42,亭,てい
6621,6796,7.42,しつこい,しつこい
6622,6797,7.42,心地,ここち
6623,6798,7.42,遂げる,とげる
6624,6799,7.42,競合,きょうごう
6625,6800,7.42,たいした,たいした
6626,6801,7.42,浩,ひろし
6627,6802,7.42,干渉,かんしょう
6628,6803,7.41,車内,しゃない
6629,6804,7.41,将軍,しょうぐん
6630,6805,7.41,卒業生,そつぎょうせい
6631,6806,7.41,謝る,あやまる
6632,6807,7.41,負傷,ふしょう
6633,6808,7.4,騒ぎ,さわぎ
6634,6809,7.4,ブース,ブース
6635,6810,7.4,部署,ぶしょ
6636,6811,7.4,新着,しんちゃく
6637,6812,7.39,テロリスト,テロリスト
6638,6813,7.39,飲み物,のみもの
6639,6814,7.39,熊,くま
6640,6815,7.39,原価,げんか
6641,6816,7.39,商工,しょうこう
6642,6817,7.38,先ず,まず
6643,6818,7.38,喉,のど
6644,6819,7.38,お祝い,おいわい
6645,6820,7.38,入り込む,はいりこむ
6646,6821,7.38,任命,にんめい
6647,6822,7.38,路上,ろじょう
6648,6823,7.37,差す,さす
6649,6824,7.37,通産省,つうさんしょう
6650,6825,7.37,上野,うえの
6651,6826,7.37,震災,しんさい
6652,6827,7.37,ライフスタイル,ライフスタイル
6653,6828,7.37,はぁ,はぁ
6654,6829,7.37,長女,ちょうじょ
6655,6830,7.37,彫刻,ちょうこく
6656,6831,7.37,リニューアル,リニューアル
6657,6832,7.37,就く,つく
6658,6833,7.37,大和,やまと
6659,6834,7.37,労使,ろうし
6660,6835,7.37,傷つく,きずつく
6661,6836,7.36,どっか,どっか
6662,6837,7.36,品物,しなもの
6663,6838,7.36,職種,しょくしゅ
6664,6839,7.36,商法,しょうほう
6665,6840,7.36,ガル,ガル
6666,6841,7.35,航海,こうかい
6667,6842,7.35,クイズ,クイズ
6668,6843,7.35,近,きん
6669,6844,7.35,飲める,のめる
6670,6845,7.35,山下,やました
6671,6846,7.35,弾圧,だんあつ
6672,6847,7.34,カンボジア,カンボジア
6673,6848,7.34,芸,げい
6674,6849,7.34,賛同,さんどう
6675,6850,7.34,南北,なんぼく
6676,6851,7.34,短期間,たんきかん
6677,6852,7.34,カウンセリング,カウンセリング
6678,6853,7.34,津波,つなみ
6679,6854,7.34,景観,けいかん
6680,6855,7.34,予言,よげん
6681,6856,7.34,原子,げんし
6682,6857,7.33,判,はん
6683,6858,7.33,大声,おおごえ
6684,6859,7.33,審理,しんり
6685,6860,7.33,実在,じつざい
6686,6861,7.33,ウィーン,ウィーン
6687,6862,7.33,ミルク,ミルク
6688,6863,7.32,本田,ほんだ
6689,6864,7.32,リストラ,リストラ
6690,6865,7.32,議題,ぎだい
6691,6866,7.32,プラットフォーム,プラットフォーム
6692,6867,7.31,戦場,せんじょう
6693,6868,7.31,六本木,ろっぽんぎ
6694,6869,7.31,下ろす,くだろす
6695,6870,7.31,破産,はさん
6696,6871,7.31,景,けい
6697,6872,7.31,果物,くだもの
6698,6873,7.31,給食,きゅうしょく
6699,6874,7.31,アンド,アンド
6700,6876,7.3,フェスティバル,フェスティバル
6701,6877,7.29,喫茶店,きっさてん
6702,6878,7.29,セイ,セイ
6703,6879,7.29,筆,ふで
6704,6880,7.29,開会,かいかい
6705,6881,7.29,ミュージカル,ミュージカル
6706,6882,7.29,亀,かめ
6707,6883,7.29,出願,しゅつがん
6708,6884,7.29,単価,たんか
6709,6885,7.29,キャッチ,キャッチ
6710,6886,7.29,防御,ぼうぎょ
6711,6887,7.29,構図,こうず
6712,6888,7.28,ゴム,ゴム
6713,6889,7.28,おしゃれ,おしゃれ
6714,6890,7.28,たけ,たけ
6715,6891,7.27,連日,れんじつ
6716,6892,7.27,外相,がいしょう
6717,6893,7.27,餌,えさ
6718,6894,7.27,微笑む,ほほえむ
6719,6895,7.27,身長,しんちょう
6720,6896,7.27,合間,あいま
6721,6897,7.27,名作,めいさく
6722,6898,7.27,恒例,こうれい
6723,6899,7.26,トピック,トピック
6724,6900,7.26,台所,だいどころ
6725,6901,7.26,すか,すか
6726,6902,7.26,メガネ,メガネ
6727,6903,7.26,かの,かの
6728,6904,7.25,抽出,ちゅうしゅつ
6729,6905,7.25,刃,は
6730,6906,7.25,敗戦,はいせん
6731,6907,7.25,密接,みっせつ
6732,6908,7.25,涼,りょう
6733,6909,7.25,永田,ながた
6734,6910,7.25,初回,しょかい
6735,6911,7.25,水平,すいへい
6736,6912,7.25,ロゴ,ロゴ
6737,6913,7.25,流動,りゅうどう
6738,6914,7.24,訴え,うったえ
6739,6915,7.24,ちまう,ちまう
6740,6916,7.24,コンパクト,コンパクト
6741,6917,7.24,好ましい,このましい
6742,6918,7.24,リチャード,リチャード
6743,6919,7.24,噛む,かむ
6744,6920,7.24,満,まん
6745,6921,7.23,法曹,ほうそう
6746,6922,7.23,励む,はげむ
6747,6923,7.23,敷く,しく
6748,6924,7.23,祝日,しゅくじつ
6749,6925,7.23,留まる,とまる
6750,6926,7.23,現われる,あらわれる
6751,6927,7.23,よって,よって
6752,6928,7.22,測る,はかる
6753,6929,7.22,東西,とうざい
6754,6930,7.22,無意味,むいみ
6755,6931,7.22,に際して,にさいして
6756,6932,7.22,新設,しんせつ
6757,6933,7.22,ジン,ジン
6758,6934,7.21,土台,どだい
6759,6935,7.21,よし,よし
6760,6936,7.21,着物,きもの
6761,6937,7.2,名目,めいもく
6762,6938,7.2,不在,ふざい
6763,6939,7.2,引き続く,ひきつづく
6764,6940,7.2,制服,せいふく
6765,6941,7.2,何で,なんで
6766,6942,7.2,前田,まえだ
6767,6943,7.2,カイ,カイ
6768,6944,7.2,体内,たいない
6769,6945,7.2,ケイ,ケイ
6770,6946,7.2,いやいや,いやいや
6771,6947,7.2,お湯,おゆ
6772,6948,7.2,ぶつける,ぶつける
6773,6949,7.19,パスタ,パスタ
6774,6950,7.19,国旗,こっき
6775,6951,7.19,モール,モール
6776,6952,7.18,補給,ほきゅう
6777,6954,7.18,始末,しまつ
6778,6955,7.18,題材,だいざい
6779,6956,7.17,デンマーク,デンマーク
6780,6957,7.17,たばこ,たばこ
6781,6958,7.17,おはよう,おはよう
6782,6959,7.17,祖父,そふ
6783,6960,7.17,受け継ぐ,うけつぐ
6784,6961,7.16,比例,ひれい
6785,6962,7.16,機動,きどう
6786,6963,7.16,調節,ちょうせつ
6787,6964,7.16,日本銀行,にっぽんぎんこう
6788,6965,7.16,造り,つくり
6789,6966,7.16,歳出,さいしゅつ
6790,6967,7.15,ナウ,ナウ
6791,6968,7.15,すっごい,すっごい
6792,6969,7.15,有難う,ありがとう
6793,6970,7.15,艦,かん
6794,6971,7.15,入荷,にゅうか
6795,6972,7.14,願望,がんぼう
6796,6973,7.14,一行,いちぎょう
6797,6974,7.14,ホームズ,ホームズ
6798,6975,7.14,モジュール,モジュール
6799,6976,7.14,理科,りか
6800,6977,7.14,サミット,サミット
6801,6978,7.13,すいません,すいません
6802,6979,7.13,ソング,ソング
6803,6980,7.13,別途,べっと
6804,6981,7.13,官庁,かんちょう
6805,6982,7.13,サム,サム
6806,6983,7.13,武士,ぶし
6807,6984,7.13,蕎麦,そば
6808,6985,7.13,やばい,やばい
6809,6986,7.12,フォロー,フォロー
6810,6987,7.12,同等,どうとう
6811,6988,7.12,ストリート,ストリート
6812,6989,7.12,芝,しば
6813,6990,7.12,カトリック,カトリック
6814,6991,7.12,無責任,むせきにん
6815,6992,7.12,メソッド,メソッド
6816,6993,7.12,処,ところ
6817,6994,7.12,提唱,ていしょう
6818,6995,7.12,募金,ぼきん
6819,6996,7.12,すすめる,すすめる
6820,6997,7.11,市販,しはん
6821,6998,7.11,日刊,にっかん
6822,6999,7.11,銭,せん
6823,7000,7.11,他の,ほかの
6824,7001,7.11,入居,にゅうきょ
6825,7002,7.11,助手,じょしゅ
6826,7003,7.11,成田,なりた
6827,7004,7.11,アド,アド
6828,7005,7.1,パスポート,パスポート
6829,7006,7.1,ギリギリ,ギリギリ
6830,7007,7.1,モスクワ,モスクワ
6831,7008,7.1,アレルギー,アレルギー
6832,7009,7.1,特権,とっけん
6833,7010,7.1,聞かす,きかす
6834,7011,7.1,管轄,かんかつ
6835,7012,7.1,位置づける,いちづける
6836,7013,7.1,ラウンド,ラウンド
6837,7014,7.09,はて,はて
6838,7015,7.09,汚れ,よごれ
6839,7016,7.09,フォン,フォン
6840,7017,7.08,政,まつりごと
6841,7018,7.08,尾,お
6842,7019,7.08,建つ,たつ
6843,7020,7.08,真に,まことに
6844,7021,7.08,マラソン,マラソン
6845,7022,7.08,引っ越す,ひっこす
6846,7023,7.08,にわたり,にわたり
6847,7024,7.08,連帯,れんたい
6848,7025,7.08,らい,らい
6849,7026,7.07,着実,ちゃくじつ
6850,7027,7.07,人件,じんけん
6851,7029,7.07,技法,ぎほう
6852,7030,7.07,あまりの,あまりの
6853,7031,7.07,不具合,ふぐあい
6854,7032,7.07,オフィシャル,オフィシャル
6855,7033,7.07,検,けん
6856,7034,7.07,時事,じじ
6857,7035,7.07,プレゼン,プレゼン
6858,7036,7.07,フライ,フライ
6859,7037,7.07,副作用,ふくさよう
6860,7038,7.07,関節,かんせつ
6861,7039,7.07,濃度,のうど
6862,7040,7.07,戦士,せんし
6863,7041,7.07,十月,じゅうがつ
6864,7042,7.07,中毒,ちゅうどく
6865,7043,7.06,社会党,しゃかいとう
6866,7044,7.06,あたかも,あたかも
6867,7045,7.06,登校,とうこう
6868,7046,7.05,プレゼンテーション,プレゼンテーション
6869,7047,7.05,バナナ,バナナ
6870,7048,7.05,味噌,みそ
6871,7049,7.05,プライド,プライド
6872,7050,7.05,不定期,ふていき
6873,7051,7.05,イチ,イチ
6874,7052,7.05,追跡,ついせき
6875,7053,7.05,とぶ,とぶ
6876,7054,7.04,旬,じゅん
6877,7055,7.04,延期,えんき
6878,7056,7.04,松田,まつだ
6879,7057,7.04,各自,かくじ
6880,7058,7.04,馴染み,なじみ
6881,7059,7.03,お互いに,おたがいに
6882,7060,7.03,ともあれ,ともあれ
6883,7061,7.03,値する,あたいする
6884,7062,7.03,繁栄,はんえい
6885,7063,7.03,暴走,ぼうそう
6886,7064,7.03,ヤフー,ヤフー
6887,7065,7.03,免疫,めんえき
6888,7066,7.02,ターン,ターン
6889,7067,7.02,老,ろう
6890,7068,7.02,いじめ,いじめ
6891,7069,7.02,着手,ちゃくしゅ
6892,7070,7.02,新型,しんがた
6893,7071,7.02,のせる,のせる
6894,7072,7.01,教わる,おそわる
6895,7073,7.01,中盤,ちゅうばん
6896,7074,7.01,江,こう
6897,7075,7.0,河,かわ
6898,7076,7.0,のぼる,のぼる
6899,7077,7.0,優,ゆう
6900,7078,7.0,チリ,チリ
6901,7079,7.0,桁,けた
6902,7080,7.0,おかしな,おかしな
6903,7081,6.99,均衡,きんこう
6904,7082,6.99,プラスチック,プラスチック
6905,7083,6.99,ロビー,ロビー
6906,7084,6.99,到来,とうらい
6907,7085,6.99,弦,げん
6908,7086,6.99,建造,けんぞう
6909,7087,6.99,精一杯,せいいっぱい
6910,7088,6.99,用事,ようじ
6911,7089,6.99,下りる,おりる
6912,7090,6.98,さっさと,さっさと
6913,7091,6.98,商人,しょうにん
6914,7092,6.98,タワー,タワー
6915,7093,6.98,上田,うえだ
6916,7094,6.97,馬場,ばば
6917,7095,6.97,つなげる,つなげる
6918,7096,6.97,お疲れ様,おつかれさま
6919,7097,6.97,指向,しこう
6920,7098,6.97,中核,ちゅうかく
6921,7099,6.97,勘定,かんじょう
6922,7100,6.97,運行,うんこう
6923,7101,6.97,兄ちゃん,にいちゃん
6924,7102,6.97,早,そう
6925,7103,6.96,時に,ときに
6926,7104,6.96,十二月,じゅうにがつ
6927,7105,6.96,ムード,ムード
6928,7106,6.96,同情,どうじょう
6929,7107,6.96,学歴,がくれき
6930,7108,6.96,入口,いりぐち
6931,7109,6.96,止む,とむ
6932,7110,6.95,接する,せっする
6933,7111,6.95,有用,ゆうよう
6934,7112,6.95,農,のう
6935,7113,6.94,更,こう
6936,7114,6.94,恩恵,おんけい
6937,7115,6.94,強まる,つよまる
6938,7116,6.94,いやー,いやー
6939,7117,6.94,法務省,ほうむしょう
6940,7118,6.93,炉,ろ
6941,7119,6.93,領,りょう
6942,7120,6.93,うかがう,うかがう
6943,7121,6.93,開,かい
6944,7122,6.93,もる,もる
6945,7123,6.93,ニック,ニック
6946,7124,6.92,好調,こうちょう
6947,7125,6.92,言動,げんどう
6948,7126,6.92,お笑い,おわらい
6949,7127,6.92,養う,やしなう
6950,7128,6.92,弱者,じゃくしゃ
6951,7129,6.92,代行,だいこう
6952,7130,6.92,経歴,けいれき
6953,7131,6.92,片方,かたほう
6954,7132,6.92,気の毒,きのどく
6955,7133,6.92,害,がい
6956,7134,6.92,食欲,しょくよく
6957,7135,6.92,返答,へんとう
6958,7136,6.91,不自由,ふじゆう
6959,7137,6.91,容認,ようにん
6960,7138,6.91,自律,じりつ
6961,7139,6.91,茂,しげる
6962,7140,6.91,如何,いか
6963,7141,6.9,フラッシュ,フラッシュ
6964,7142,6.9,うそ,うそ
6965,7143,6.9,隣接,りんせつ
6966,7144,6.9,順序,じゅんじょ
6967,7145,6.9,前期,ぜんき
6968,7146,6.9,そっと,そっと
6969,7147,6.9,リビング,リビング
6970,7148,6.9,メモリー,メモリー
6971,7149,6.89,然,ぜん
6972,7150,6.89,無知,むち
6973,7151,6.89,秋葉原,あきはばら
6974,7152,6.89,宮城,みやぎ
6975,7153,6.89,リス,リス
6976,7154,6.89,中部,ちゅうぶ
6977,7155,6.89,坊,ぼう
6978,7156,6.88,同居,どうきょ
6979,7157,6.88,責める,せめる
6980,7158,6.88,遺体,いたい
6981,7159,6.88,追いつく,おいつく
6982,7160,6.88,創,そう
6983,7161,6.88,寺院,じいん
6984,7162,6.88,きのう,きのう
6985,7163,6.88,金沢,かなざわ
6986,7164,6.88,とどめる,とどめる
6987,7165,6.88,役目,やくめ
6988,7166,6.88,ふたつ,ふたつ
6989,7167,6.88,乗り,のり
6990,7168,6.88,澤,さわ
6991,7169,6.87,ご存じ,ごぞんじ
6992,7170,6.86,即ち,すなわち
6993,7171,6.86,途端,とたん
6994,7172,6.86,住人,じゅうにん
6995,7173,6.86,事典,じてん
6996,7174,6.86,上陸,じょうりく
6997,7175,6.86,Tシャツ,Tシャツ
6998,7176,6.85,打撃,だげき
6999,7177,6.85,あちら,あちら
7000,7178,6.84,セブン,セブン
7001,7179,6.84,こっそり,こっそり
7002,7180,6.84,ハッピー,ハッピー
7003,7181,6.84,最小,さいしょう
7004,7182,6.84,テレビ局,テレビきょく
7005,7183,6.84,保安,ほあん
7006,7184,6.84,ボリューム,ボリューム
7007,7185,6.84,模型,もけい
7008,7186,6.84,ミラー,ミラー
7009,7187,6.84,気力,きりょく
7010,7188,6.83,じゃう,じゃう
7011,7189,6.83,西欧,せいおう
