kanji,kana,hirakana
ピクニック,ピクニック,ぴくにっく
悲劇,ひげき,ひげき
飛行,ひこう,ひこう
膝,ひざ,ひざ
美人,びじん,びじん
額,ひたい,ひたい
吃驚,びっくり,びっくり
日付,ひづけ,ひづけ
必死,ひっし,ひっし
ぴったり,ぴったり,ぴったり
引っ張る,ひっぱる,ひっぱる
否定,ひてい,ひてい
ビデオ,ビデオ,びでお
一言,ひとこと,ひとこと
人ごみ,ひとごみ,ひとごみ
等しい,ひとしい,ひとしい
一人,ひとり,ひとり
一人一人,ひとりひとり,ひとりひとり
批判,ひはん,ひはん
批評,ひひょう,ひひょう
秘密,ひみつ,ひみつ
微妙,びみょう,びみょう
紐,ひも,ひも
表,ひょう,ひょう
費用,ひよう,ひよう
秒,びょう,びょう
評価,ひょうか,ひょうか
表現,ひょうげん,ひょうげん
表情,ひょうじょう,ひょうじょう
平等,びょうどう,びょうどう
評判,ひょうばん,ひょうばん
表面,ひょうめん,ひょうめん
広がる,ひろがる,ひろがる
品,ひん,ひん
便,びん,びん
瓶,びん,びん
ピン,ピン,ぴん
不,ふ,ふ
分,ぶ,ぶ
無,ぶ,ぶ
不安,ふあん,ふあん
風景,ふうけい,ふうけい
夫婦,ふうふ,ふうふ
笛,ふえ,ふえ
不可,ふか,ふか
武器,ぶき,ぶき
服装,ふくそう,ふくそう
含む,ふくむ,ふくむ
袋,ふくろ,ふくろ
不幸,ふこう,ふこう
節,ふし,ふし
不思議,ふしぎ,ふしぎ
不自由,ふじゆう,ふじゆう
夫人,ふじん,ふじん
婦人,ふじん,ふじん
不正,ふせい,ふせい
防ぐ,ふせぐ,ふせぐ
不足,ふそく,ふそく
舞台,ぶたい,ぶたい
双子,ふたご,ふたご
再び,ふたたび,ふたたび
普段,ふだん,ふだん
縁,ふち,ふち
打つ,ぶつ,ぶつ
物価,ぶっか,ぶっか
物質,ぶっしつ,ぶっしつ
物理,ぶつり,ぶつり
筆,ふで,ふで
不図,ふと,ふと
船,ふね,ふね
部分,ぶぶん,ぶぶん
不平,ふへい,ふへい
不満,ふまん,ふまん
プラス,プラス,ぷらす
プラン,プラン,ぷらん
不利,ふり,ふり
振る,ふる,ふる
震える,ふるえる,ふるえる
故郷,ふるさと,ふるさと
ブレーキ,ブレーキ,ぶれーき
触れる,ふれる,ふれる
風呂,ふろ,ふろ
プロ,プロ,ぷろ
分,ぶん,ぶん
文,ぶん,ぶん
雰囲気,ふんいき,ふんいき
文明,ぶんめい,ぶんめい
分野,ぶんや,ぶんや
塀,へい,へい
平均,へいきん,へいきん
平和,へいわ,へいわ
別に,べつに,べつに
減らす,へらす,へらす
減る,へる,へる
ベルト,ベルト,べると
変化,へんか,へんか
ペンキ,ペンキ,ぺんき
勉強,べんきょう,べんきょう
変更,へんこう,へんこう
ベンチ,ベンチ,べんち
弁当,べんとう,べんとう
ボーイ,ボーイ,ぼーい
ボート,ボート,ぼーと
ホーム,ホーム,ほーむ
ボール,ボール,ぼーる
方,ほう,ほう
法,ほう,ほう
棒,ぼう,ぼう
冒険,ぼうけん,ぼうけん
方向,ほうこう,ほうこう
報告,ほうこく,ほうこく
宝石,ほうせき,ほうせき
放送,ほうそう,ほうそう
豊富,ほうふ,ほうふ
方法,ほうほう,ほうほう
方々,ほうぼう,ほうぼう
訪問,ほうもん,ほうもん
吠える,ほえる,ほえる
頬,ほお,ほお
他,ほか,ほか
埃,ほこり,ほこり
誇り,ほこり,ほこり
保証,ほしょう,ほしょう
保存,ほぞん,ほぞん
程,ほど,ほど
歩道,ほどう,ほどう
仏,ほとけ,ほとけ
骨,ほね,ほね
炎,ほのお,ほのお
略,ほぼ,ほぼ
微笑む,ほほえむ,ほほえむ
褒める,ほめる,ほめる
堀,ほり,ほり
本当,ほんとう,ほんとう
本人,ほんにん,ほんにん
本物,ほんもの,ほんもの
ぼんやり,ぼんやり,ぼんやり
間,ま,ま
マーケット,マーケット,まーけっと
まあ,まあ,まあ
マイク,マイク,まいく
迷子,まいご,まいご
任せる,まかせる,まかせる
幕,まく,まく
負け,まけ,まけ
孫,まご,まご
誠に,まことに,まことに
真逆,まさか,まさか
正に,まさに,まさに
真面目,まじめ,まじめ
増す,ます,ます
先ず,まず,まず
貧しい,まずしい,まずしい
マスター,マスター,ますたー
益々,ますます,ますます
又,また,また
未だ,まだ,まだ
町,まち,まち
間違い,まちがい,まちがい
松,まつ,まつ
真っ赤,まっか,まっか
真っ直ぐ,まっすぐ,まっすぐ
全く,まったく,まったく
祭,まつり,まつり
学ぶ,まなぶ,まなぶ
真似,まね,まね
招く,まねく,まねく
ママ,ママ,まま
豆,まめ,まめ
守る,まもる,まもる
丸,まる,まる
丸い,まるい,まるい
丸で,まるで,まるで
回す,まわす,まわす
周り,まわり,まわり
回り,まわり,まわり
万一,まんいち,まんいち
満足,まんぞく,まんぞく
実,み,み
身,み,み
見送り,みおくり,みおくり
味方,みかた,みかた
見事,みごと,みごと
ミス,ミス,みす
満ちる,みちる,みちる
密,みつ,みつ
認める,みとめる,みとめる
見舞い,みまい,みまい
都,みやこ,みやこ
妙,みょう,みょう
未来,みらい,みらい
魅力,みりょく,みりょく
ミルク,ミルク,みるく
皆,みんな,みんな
無,む,む
向い,むかい,むかい
迎え,むかえ,むかえ
向く,むく,むく
向ける,むける,むける
無視,むし,むし
虫歯,むしば,むしば
寧ろ,むしろ,むしろ
結ぶ,むすぶ,むすぶ
無駄,むだ,むだ
夢中,むちゅう,むちゅう
胸,むね,むね
無料,むりょう,むりょう
芽,め,め
命じる,めいじる,めいじる
名人,めいじん,めいじん
命令,めいれい,めいれい
迷惑,めいわく,めいわく
飯,めし,めし
滅多に,めったに,めったに
メモ,メモ,めも
綿,めん,めん
面,めん,めん
面倒,めんどう,めんどう
メンバー,メンバー,めんばー
申し込む,もうしこむ,もうしこむ
申し訳,もうしわけ,もうしわけ
毛布,もうふ,もうふ
燃える,もえる,もえる
目的,もくてき,もくてき
目標,もくひょう,もくひょう
木曜,もくよう,もくよう
文字,もじ,もじ
若しも,もしも,もしも
持ち上げる,もちあげる,もちあげる
用いる,もちいる,もちいる
勿論,もちろん,もちろん
尤も,もっとも,もっとも
最も,もっとも,もっとも
元,もと,もと
基づく,もとづく,もとづく
求める,もとめる,もとめる
者,もの,もの
物音,ものおと,ものおと
物語,ものがたり,ものがたり
物事,ものごと,ものごと
模様,もよう,もよう
貰う,もらう,もらう
文句,もんく,もんく
軈て,やがて,やがて
役,やく,やく
約,やく,やく
訳,やく,やく
家賃,やちん,やちん
厄介,やっかい,やっかい
宿,やど,やど
雇う,やとう,やとう
屋根,やね,やね
矢張り,やはり,やはり
破る,やぶる,やぶる
辞める,やめる,やめる
稍,やや,やや
ユーモア,ユーモア,ゆーもあ
唯一,ゆいいつ,ゆいいつ
勇気,ゆうき,ゆうき
有効,ゆうこう,ゆうこう
優秀,ゆうしゅう,ゆうしゅう
優勝,ゆうしょう,ゆうしょう
友情,ゆうじょう,ゆうじょう
友人,ゆうじん,ゆうじん
有能,ゆうのう,ゆうのう
郵便,ゆうびん,ゆうびん
夕べ,ゆうべ,ゆうべ
有利,ゆうり,ゆうり
床,ゆか,ゆか
愉快,ゆかい,ゆかい
行き,ゆき,ゆき
輸出,ゆしゅつ,ゆしゅつ
譲る,ゆずる,ゆずる
ゆっくり,ゆっくり,ゆっくり
許す,ゆるす,ゆるす
欧羅巴,ヨーロッパ,よーろっぱ
夜明け,よあけ,よあけ
良い,よい,よい
様,よう,よう
酔う,よう,よう
容易,ようい,ようい
陽気,ようき,ようき
要求,ようきゅう,ようきゅう
用心,ようじん,ようじん
様子,ようす,ようす
要するに,ようするに,ようするに
要素,ようそ,ようそ
要点,ようてん,ようてん
曜日,ようび,ようび
予期,よき,よき
横切る,よこぎる,よこぎる
止す,よす,よす
予測,よそく,よそく
ヨット,ヨット,よっと
夜中,よなか,よなか
世の中,よのなか,よのなか
余分,よぶん,よぶん
予報,よほう,よほう
予防,よぼう,よぼう
読み,よみ,よみ
嫁,よめ,よめ
余裕,よゆう,よゆう
夜,よる,よる
依ると,よると,よると
喜び,よろこび,よろこび
宜しい,よろしい,よろしい
宜しく,よろしく,よろしく
来,らい,らい
ライター,ライター,らいたー
楽,らく,らく
ラケット,ラケット,らけっと
利益,りえき,りえき
理解,りかい,りかい
陸,りく,りく
利口,りこう,りこう
離婚,りこん,りこん
理想,りそう,りそう
率,りつ,りつ
立派,りっぱ,りっぱ
留学,りゅうがく,りゅうがく
量,りょう,りょう
両替,りょうがえ,りょうがえ
料金,りょうきん,りょうきん
例,れい,れい
礼,れい,れい
礼儀,れいぎ,れいぎ
冷静,れいせい,れいせい
列,れつ,れつ
列車,れっしゃ,れっしゃ
レポート,レポート,れぽーと
練習,れんしゅう,れんしゅう
連想,れんそう,れんそう
連続,れんぞく,れんぞく
老人,ろうじん,ろうじん
労働,ろうどう,ろうどう
ロケット,ロケット,ろけっと
論じる,ろんじる,ろんじる
論争,ろんそう,ろんそう
論文,ろんぶん,ろんぶん
輪,わ,わ
ワイン,ワイン,わいん
我が儘,わがまま,わがまま
別れ,わかれ,わかれ
脇,わき,わき
分ける,わける,わける
態と,わざと,わざと
僅か,わずか,わずか
綿,わた,わた
話題,わだい,わだい
笑い,わらい,わらい
割る,わる,わる
我々,われわれ,われわれ
湾,わん,わん
