kanji,kana,hirakana
強める,つよめる,つよめる
連なる,つらなる,つらなる
貫く,つらぬく,つらぬく
連ねる,つらねる,つらねる
釣り,つり,つり
釣鐘,つりがね,つりがね
つり革,つりかわ,つりかわ
吊るす,つるす,つるす
データ,データ,でーた
出会う,であう,であう
手当,てあて,てあて
体,てい,てい
定義,ていぎ,ていぎ
提供,ていきょう,ていきょう
提携,ていけい,ていけい
提示,ていじ,ていじ
訂正,ていせい,ていせい
ティッシュペーパー,ティッシュペーパー,てぃっしゅぺーぱー
定年,ていねん,ていねん
堤防,ていぼう,ていぼう
出入り口,でいりぐち,でいりぐち
手遅れ,ておくれ,ておくれ
でかい,でかい,でかい
手がける,てがける,てがける
手軽,てがる,てがる
的,てき,てき
適応,てきおう,てきおう
出来物,できもの,できもの
出切る,できる,できる
出くわす,でくわす,でくわす
デコレーション,デコレーション,でこれーしょん
デザート,デザート,でざーと
デザイン,デザイン,でざいん
手順,てじゅん,てじゅん
手錠,てじょう,てじょう
手数,てすう,てすう
出鱈目,でたらめ,でたらめ
手近,てぢか,てぢか
てっきり,てっきり,てっきり
鉄鋼,てっこう,てっこう
デッサン,デッサン,でっさん
徹する,てっする,てっする
鉄片,てっぺん,てっぺん
鉄棒,てつぼう,てつぼう
出直し,でなおし,でなおし
掌,てのひら,てのひら
手配,てはい,てはい
手筈,てはず,てはず
手回し,てまわし,てまわし
手元,てもと,てもと
デモンストレーション,デモンストレーション,でもんすとれーしょん
照り返す,てりかえす,てりかえす
テレックス,テレックス,てれっくす
手分け,てわけ,てわけ
店,てん,てん
田園,でんえん,でんえん
点火,てんか,てんか
転回,てんかい,てんかい
転換,てんかん,てんかん
転居,てんきょ,てんきょ
転勤,てんきん,てんきん
電源,でんげん,でんげん
天国,てんごく,てんごく
天才,てんさい,てんさい
天災,てんさい,てんさい
展示,てんじ,てんじ
天井,てんじょう,てんじょう
転じる,てんじる,てんじる
伝説,でんせつ,でんせつ
点線,てんせん,てんせん
電線,でんせん,でんせん
天体,てんたい,てんたい
伝達,でんたつ,でんたつ
天地,てんち,てんち
てんで,てんで,てんで
転々,てんてん,てんてん
転任,てんにん,てんにん
天皇,てんのう,てんのう
伝来,でんらい,でんらい
転落,てんらく,てんらく
ト,ト,と
と,と,と
トーン,トーン,とーん
問う,とう,とう
棟,とう,とう
等,とう,とう
同,どう,どう
如何,どう,どう
胴,どう,どう
銅,どう,どう
同意,どうい,どうい
動員,どういん,どういん
同感,どうかん,どうかん
陶器,とうき,とうき
討議,とうぎ,とうぎ
動機,どうき,どうき
等級,とうきゅう,とうきゅう
同級,どうきゅう,どうきゅう
登校,とうこう,とうこう
統合,とうごう,とうごう
動向,どうこう,どうこう
倒産,とうさん,とうさん
投資,とうし,とうし
同士,どうし,どうし
同志,どうし,どうし
如何して,どうして,どうして
如何しても,どうしても,どうしても
同情,どうじょう,どうじょう
道場,どうじょう,どうじょう
統制,とうせい,とうせい
当選,とうせん,とうせん
逃走,とうそう,とうそう
統率,とうそつ,とうそつ
どうぞ宜しく,どうぞよろしく,どうぞよろしく
到達,とうたつ,とうたつ
統治,とうち,とうち
同調,どうちょう,どうちょう
到底,とうてい,とうてい
動的,どうてき,どうてき
尊い,とうとい,とうとい
同等,どうとう,どうとう
堂々,どうどう,どうどう
貴ぶ,とうとぶ,とうとぶ
どうにか,どうにか,どうにか
投入,とうにゅう,とうにゅう
当人,とうにん,とうにん
同封,どうふう,どうふう
逃亡,とうぼう,とうぼう
冬眠,とうみん,とうみん
同盟,どうめい,どうめい
どうやら,どうやら,どうやら
動揺,どうよう,どうよう
動力,どうりょく,どうりょく
登録,とうろく,とうろく
討論,とうろん,とうろん
遠ざかる,とおざかる,とおざかる
遠回り,とおまわり,とおまわり
通りかかる,とおりかかる,とおりかかる
兎角,とかく,とかく
咎める,とがめる,とがめる
時折,ときおり,ときおり
途切れる,とぎれる,とぎれる
説く,とく,とく
研ぐ,とぐ,とぐ
特技,とくぎ,とくぎ
独裁,どくさい,どくさい
特産,とくさん,とくさん
独自,どくじ,どくじ
読者,どくしゃ,どくしゃ
特集,とくしゅう,とくしゅう
独占,どくせん,どくせん
独創,どくそう,どくそう
特派,とくは,とくは
特有,とくゆう,とくゆう
棘,とげ,とげ
遂げる,とげる,とげる
床,とこ,とこ
何処,どこ,どこ
何処か,どこか,どこか
所が,ところが,ところが
所で,ところで,ところで
所々,ところどころ,ところどころ
土産,どさん,どさん
年頃,としごろ,としごろ
戸締まり,とじまり,とじまり
年寄り,としより,としより
綴じる,とじる,とじる
途絶える,とだえる,とだえる
途中,とちゅう,とちゅう
何方,どちら,どちら
特許,とっきょ,とっきょ
疾っくに,とっくに,とっくに
咄嗟,とっさ,とっさ
突如,とつじょ,とつじょ
取っ手,とって,とって
土手,どて,どて
迚も,とても,とても
滞る,とどこおる,とどこおる
整える,ととのえる,ととのえる
止まる,とどまる,とどまる
留める,とどめる,とどめる
唱える,となえる,となえる
何方,どなた,どなた
怒鳴る,どなる,どなる
兎に角,とにかく,とにかく
何の,どの,どの
殿様,とのさま,とのさま
帳,とばり,とばり
土俵,どひょう,どひょう
扉,とびら,とびら
徒歩,とほ,とほ
土木,どぼく,どぼく
乏しい,とぼしい,とぼしい
富,とみ,とみ
富む,とむ,とむ
共,とも,とも
兎も角,ともかく,ともかく
共稼ぎ,ともかせぎ,ともかせぎ
伴う,ともなう,ともなう
共働き,ともばたらき,ともばたらき
ドライ,ドライ,どらい
ドライクリーニング,ドライクリーニング,どらいくりーにんぐ
ドライバー,ドライバー,どらいばー
ドライブイン,ドライブイン,どらいぶいん
捕らえる,とらえる,とらえる
トラブル,トラブル,とらぶる
トランジスタ,トランジスタ,とらんじすた
取りあえず,とりあえず,とりあえず
取り扱い,とりあつかい,とりあつかい
取り扱う,とりあつかう,とりあつかう
鳥居,とりい,とりい
取り替え,とりかえ,とりかえ
取り組む,とりくむ,とりくむ
取り締まる,とりしまる,とりしまる
取り調べる,とりしらべる,とりしらべる
取り立てる,とりたてる,とりたてる
取り除く,とりのぞく,とりのぞく
取引,とりひき,とりひき
取り混ぜる,とりまぜる,とりまぜる
取り戻す,とりもどす,とりもどす
ドリル,ドリル,どりる
取り分け,とりわけ,とりわけ
何れ,どれ,どれ
何れ何れ,どれどれ,どれどれ
蕩ける,とろける,とろける
ど忘れ,どわすれ,どわすれ
鈍感,どんかん,どんかん
とんだ,とんだ,とんだ
問屋,とんや,とんや
内閣,ないかく,ないかく
乃至,ないし,ないし
内臓,ないぞう,ないぞう
ナイター,ナイター,ないたー
内部,ないぶ,ないぶ
内陸,ないりく,ないりく
尚,なお,なお
尚更,なおさら,なおさら
流し,ながし,ながし
長々,ながなが,ながなが
中ほど,なかほど,なかほど
中指,なかゆび,なかゆび
殴る,なぐる,なぐる
嘆く,なげく,なげく
投げ出す,なげだす,なげだす
仲人,なこうど,なこうど
和やか,なごやか,なごやか
名残,なごり,なごり
情け,なさけ,なさけ
情け深い,なさけぶかい,なさけぶかい
為さる,なさる,なさる
詰る,なじる,なじる
何故,なぜ,なぜ
何故なら,なぜなら,なぜなら
雪崩,なだれ,なだれ
懐く,なつく,なつく
名付ける,なづける,なづける
何しろ,なにしろ,なにしろ
何卒,なにとぞ,なにとぞ
何も,なにも,なにも
何より,なにより,なにより
七日,なのか,なのか
ナプキン,ナプキン,なぷきん
名札,なふだ,なふだ
生臭い,なまぐさい,なまぐさい
生ぬるい,なまぬるい,なまぬるい
生身,なまみ,なまみ
鉛,なまり,なまり
滑らか,なめらか,なめらか
舐める,なめる,なめる
悩ましい,なやましい,なやましい
悩ます,なやます,なやます
悩み,なやみ,なやみ
倣う,ならう,ならう
慣らす,ならす,ならす
馴らす,ならす,ならす
成り立つ,なりたつ,なりたつ
成る丈,なるたけ,なるたけ
慣れ,なれ,なれ
馴れ馴れしい,なれなれしい,なれなれしい
難,なん,なん
なんか,なんか,なんか
ナンセンス,ナンセンス,なんせんす
何だか,なんだか,なんだか
何だかんだ,なんだかんだ,なんだかんだ
何て,なんて,なんて
何と,なんと,なんと
何となく,なんとなく,なんとなく
何とも,なんとも,なんとも
何なり,なんなり,なんなり
荷,に,に
似通う,にかよう,にかよう
面皰,にきび,にきび
賑わう,にぎわう,にぎわう
憎い,にくい,にくい
憎しみ,にくしみ,にくしみ
肉体,にくたい,にくたい
逃げ出す,にげだす,にげだす
西日,にしび,にしび
偽物,にせもの,にせもの
荷造り,にづくり,にづくり
日当,にっとう,にっとう
鈍る,にぶる,にぶる
にも関わらず,にもかかわらず,にもかかわらず
ニュー,ニュー,にゅー
ニュアンス,ニュアンス,にゅあんす
入手,にゅうしゅ,にゅうしゅ
入賞,にゅうしょう,にゅうしょう
入浴,にゅうよく,にゅうよく
尿,にょう,にょう
俄,にわか,にわか
認識,にんしき,にんしき
人情,にんじょう,にんじょう
妊娠,にんしん,にんしん
任務,にんむ,にんむ
任命,にんめい,にんめい
抜け出す,ぬけだす,ぬけだす
盗み,ぬすみ,ぬすみ
沼,ぬま,ぬま
値打ち,ねうち,ねうち
ネガ,ネガ,ねが
寝かせる,ねかせる,ねかせる
螺子,ねじ,ねじ
捩れる,ねじれる,ねじれる
鼠,ねずみ,ねずみ
妬む,ねたむ,ねたむ
強請る,ねだる,ねだる
熱湯,ねっとう,ねっとう
熱量,ねつりょう,ねつりょう
粘る,ねばる,ねばる
値引き,ねびき,ねびき
根回し,ねまわし,ねまわし
眠たい,ねむたい,ねむたい
念,ねん,ねん
年鑑,ねんかん,ねんかん
年号,ねんごう,ねんごう
燃焼,ねんしょう,ねんしょう
年生,ねんせい,ねんせい
燃料,ねんりょう,ねんりょう
年輪,ねんりん,ねんりん
ノイローゼ,ノイローゼ,のいろーぜ
脳,のう,のう
農耕,のうこう,のうこう
農場,のうじょう,のうじょう
農地,のうち,のうち
納入,のうにゅう,のうにゅう
逃す,のがす,のがす
逃れる,のがれる,のがれる
軒並み,のきなみ,のきなみ
鋸,のこぎり,のこぎり
望ましい,のぞましい,のぞましい
乗っ取る,のっとる,のっとる
長閑,のどか,のどか
罵る,ののしる,ののしる
延べ,のべ,のべ
飲み込む,のみこむ,のみこむ
乗り換え,のりかえ,のりかえ
乗り込む,のりこむ,のりこむ
刃,は,は
派,は,は
バー,バー,ばー
把握,はあく,はあく
肺,はい,はい
廃棄,はいき,はいき
配給,はいきゅう,はいきゅう
ばい菌,ばいきん,ばいきん
配偶者,はいぐうしゃ,はいぐうしゃ
拝啓,はいけい,はいけい
背景,はいけい,はいけい
灰皿,はいざら,はいざら
廃止,はいし,はいし
拝借,はいしゃく,はいしゃく
排除,はいじょ,はいじょ
賠償,ばいしょう,ばいしょう
排水,はいすい,はいすい
敗戦,はいせん,はいせん
配置,はいち,はいち
配布,はいふ,はいふ
配分,はいぶん,はいぶん
倍率,ばいりつ,ばいりつ
配慮,はいりょ,はいりょ
配列,はいれつ,はいれつ
破壊,はかい,はかい
剥がす,はがす,はがす
捗る,はかどる,はかどる
儚い,はかない,はかない
馬鹿馬鹿しい,ばかばかしい,ばかばかしい
馬鹿らしい,ばからしい,ばからしい
図る,はかる,はかる
諮る,はかる,はかる
破棄,はき,はき
泊,はく,はく
剥ぐ,はぐ,はぐ
迫害,はくがい,はくがい
薄弱,はくじゃく,はくじゃく
白状,はくじょう,はくじょう
漠然,ばくぜん,ばくぜん
爆弾,ばくだん,ばくだん
励ます,はげます,はげます
励む,はげむ,はげむ
化ける,ばける,ばける
派遣,はけん,はけん
鋏,はさみ,はさみ
恥,はじ,はじ
弾く,はじく,はじく
梯子,はしご,はしご
始め,はじめ,はじめ
初めまして,はじめまして,はじめまして
パジャマ,パジャマ,ぱじゃま
柱,はしら,はしら
恥じらう,はじらう,はじらう
恥じる,はじる,はじる
橋渡し,はしわたし,はしわたし
蓮,はす,はす
筈,はず,はず
弾む,はずむ,はずむ
機,はた,はた
裸足,はだし,はだし
果たして,はたして,はたして
果たす,はたす,はたす
働き,はたらき,はたらき
罰,ばち,ばち
蜂蜜,はちみつ,はちみつ
パチンコ,パチンコ,ぱちんこ
初,はつ,はつ
発,はつ,はつ
発育,はついく,はついく
発芽,はつが,はつが
発掘,はっくつ,はっくつ
発言,はつげん,はつげん
バッジ,バッジ,ばっじ
発生,はっせい,はっせい
バット,バット,ばっと
発病,はつびょう,はつびょう
初耳,はつみみ,はつみみ
果て,はて,はて
果てる,はてる,はてる
ばてる,ばてる,ばてる
パトカー,パトカー,ぱとかー
話し合い,はなしあい,はなしあい
甚だ,はなはだ,はなはだ
華々しい,はなばなしい,はなばなしい
花びら,はなびら,はなびら
華やか,はなやか,はなやか
発条,ばね,ばね
阻む,はばむ,はばむ
浜,はま,はま
浜辺,はまべ,はまべ
嵌まる,はまる,はまる
歯磨き,はみがき,はみがき
嵌める,はめる,はめる
生やす,はやす,はやす
流行,はやり,はやり
腹立ち,はらだち,はらだち
原っぱ,はらっぱ,はらっぱ
ばら撒く,ばらまく,ばらまく
張り紙,はりがみ,はりがみ
遥か,はるか,はるか
破裂,はれつ,はれつ
腫れる,はれる,はれる
判,はん,はん
版,はん,はん
班,はん,はん
万,ばん,ばん
繁栄,はんえい,はんえい
版画,はんが,はんが
ハンガー,ハンガー,はんがー
反響,はんきょう,はんきょう
パンク,パンク,ぱんく
反撃,はんげき,はんげき
判決,はんけつ,はんけつ
繁盛,はんじょう,はんじょう
繁殖,はんしょく,はんしょく
反する,はんする,はんする
万人,ばんにん,ばんにん
反応,はんのう,はんのう
万能,ばんのう,ばんのう
半端,はんぱ,はんぱ
反発,はんぱつ,はんぱつ
番目,ばんめ,ばんめ
反乱,はんらん,はんらん
氾濫,はんらん,はんらん
灯,ひ,ひ
費,ひ,ひ
非,ひ,ひ
美,び,び
延いては,ひいては,ひいては
控え室,ひかえしつ,ひかえしつ
控える,ひかえる,ひかえる
匹,ひき,ひき
率いる,ひきいる,ひきいる
引き受ける,ひきうける,ひきうける
引き起こす,ひきおこす,ひきおこす
引き下げる,ひきさげる,ひきさげる
引きずる,ひきずる,ひきずる
引き取る,ひきとる,ひきとる
引き分け,ひきわけ,ひきわけ
非行,ひこう,ひこう
日ごろ,ひごろ,ひごろ
久しい,ひさしい,ひさしい
久しぶり,ひさしぶり,ひさしぶり
悲惨,ひさん,ひさん
ビジネス,ビジネス,びじねす
比重,ひじゅう,ひじゅう
美術,びじゅつ,びじゅつ
秘書,ひしょ,ひしょ
微笑,びしょう,びしょう
浸す,ひたす,ひたす
只管,ひたすら,ひたすら
左利き,ひだりきき,ひだりきき
引っ掻く,ひっかく,ひっかく
引っ掛ける,ひっかける,ひっかける
吃驚,びっくり,びっくり
日付,ひづけ,ひづけ
未,ひつじ,ひつじ
必修,ひっしゅう,ひっしゅう
びっしょり,びっしょり,びっしょり
必然,ひつぜん,ひつぜん
酷い,ひどい,ひどい
一息,ひといき,ひといき
一重,ひとえ,ひとえ
人柄,ひとがら,ひとがら
一言,ひとこと,ひとこと
一頃,ひところ,ひところ
人質,ひとじち,ひとじち
一筋,ひとすじ,ひとすじ
一まず,ひとまず,ひとまず
一目,ひとめ,ひとめ
一人,ひとり,ひとり
日取り,ひどり,ひどり
独りでに,ひとりでに,ひとりでに
日向,ひなた,ひなた
避難,ひなん,ひなん
非難,ひなん,ひなん
日の丸,ひのまる,ひのまる
火花,ひばな,ひばな
日々,ひび,ひび
暇,ひま,ひま
悲鳴,ひめい,ひめい
冷やかす,ひやかす,ひやかす
日焼け,ひやけ,ひやけ
百科事典,ひゃっかじてん,ひゃっかじてん
標語,ひょうご,ひょうご
描写,びょうしゃ,びょうしゃ
雛,ひよこ,ひよこ
ひょっと,ひょっと,ひょっと
ビリ,ビリ,びり
肥料,ひりょう,ひりょう
微量,びりょう,びりょう
昼間,ひるま,ひるま
昼飯,ひるめし,ひるめし
比例,ひれい,ひれい
疲労,ひろう,ひろう
広まる,ひろまる,ひろまる
敏感,びんかん,びんかん
貧困,ひんこん,ひんこん
品質,ひんしつ,ひんしつ
貧弱,ひんじゃく,ひんじゃく
品種,ひんしゅ,ひんしゅ
ヒント,ヒント,ひんと
頻繁,ひんぱん,ひんぱん
貧乏,びんぼう,びんぼう
歩,ふ,ふ
部,ぶ,ぶ
ブーツ,ブーツ,ぶーつ
ブーム,ブーム,ぶーむ
ファイト,ファイト,ふァいと
ファイル,ファイル,ふァいる
ファン,ファン,ふァん
不意,ふい,ふい
フィルター,フィルター,ふぃるたー
封,ふう,ふう
封鎖,ふうさ,ふうさ
風俗,ふうぞく,ふうぞく
風土,ふうど,ふうど
フェリー,フェリー,ふぇりー
フォーム,フォーム,ふぉーむ
部下,ぶか,ぶか
不可欠,ふかけつ,ふかけつ
ぶかぶか,ぶかぶか,ぶかぶか
不吉,ふきつ,ふきつ
布巾,ふきん,ふきん
複合,ふくごう,ふくごう
福祉,ふくし,ふくし
覆面,ふくめん,ふくめん
不景気,ふけいき,ふけいき
老ける,ふける,ふける
富豪,ふごう,ふごう
ブザー,ブザー,ぶざー
負債,ふさい,ふさい
不在,ふざい,ふざい
巫山戯る,ふざける,ふざける
相応しい,ふさわしい,ふさわしい
負傷,ふしょう,ふしょう
不振,ふしん,ふしん
武装,ぶそう,ぶそう
付属,ふぞく,ふぞく
蓋,ふた,ふた
二人,ふたり,ふたり
負担,ふたん,ふたん
斑,ぶち,ぶち
不調,ふちょう,ふちょう
仏,ふつ,ふつ
復活,ふっかつ,ふっかつ
物議,ぶつぎ,ぶつぎ
打付ける,ぶつける,ぶつける
復興,ふっこう,ふっこう
仏像,ぶつぞう,ぶつぞう
物体,ぶったい,ぶったい
沸騰,ふっとう,ふっとう
不図,ふと,ふと
不当,ふとう,ふとう
不動産,ふどうさん,ふどうさん
赴任,ふにん,ふにん
腐敗,ふはい,ふはい
不評,ふひょう,ふひょう
不便,ふびん,ふびん
普遍,ふへん,ふへん
父母,ふぼ,ふぼ
踏まえる,ふまえる,ふまえる
文,ふみ,ふみ
不明,ふめい,ふめい
部門,ぶもん,ぶもん
ぶら下げる,ぶらさげる,ぶらさげる
ぶらぶら,ぶらぶら,ぶらぶら
振り,ふり,ふり
振り出し,ふりだし,ふりだし
浮力,ふりょく,ふりょく
武力,ぶりょく,ぶりょく
ブルー,ブルー,ぶるー
震わせる,ふるわせる,ふるわせる
無礼,ぶれい,ぶれい
付録,ふろく,ふろく
フロント,フロント,ふろんと
分,ふん,ふん
憤慨,ふんがい,ふんがい
文化財,ぶんかざい,ぶんかざい
分業,ぶんぎょう,ぶんぎょう
文語,ぶんご,ぶんご
分散,ぶんさん,ぶんさん
分子,ぶんし,ぶんし
紛失,ふんしつ,ふんしつ
噴出,ふんしゅつ,ふんしゅつ
文書,ぶんしょ,ぶんしょ
紛争,ふんそう,ふんそう
ふんだん,ふんだん,ふんだん
奮闘,ふんとう,ふんとう
分配,ぶんぱい,ぶんぱい
分母,ぶんぼ,ぶんぼ
粉末,ふんまつ,ふんまつ
分離,ぶんり,ぶんり
分裂,ぶんれつ,ぶんれつ
ベース,ベース,べーす
ペア,ペア,ぺあ
平均,へいきん,へいきん
並行,へいこう,へいこう
閉鎖,へいさ,へいさ
兵士,へいし,へいし
平常,へいじょう,へいじょう
平方,へいほう,へいほう
辟易,へきえき,へきえき
ペコペコ,ペコペコ,ぺこぺこ
ベスト,ベスト,べすと
ベストセラー,ベストセラー,べすとせらー
臍,へそ,へそ
隔たる,へだたる,へだたる
謙る,へりくだる,へりくだる
経る,へる,へる
偏,へん,へん
編,へん,へん
弁解,べんかい,べんかい
変革,へんかく,へんかく
返還,へんかん,へんかん
偏見,へんけん,へんけん
弁償,べんしょう,べんしょう
変遷,へんせん,へんせん
返答,へんとう,へんとう
弁論,べんろん,べんろん
穂,ほ,ほ
ホース,ホース,ほーす
ポーズ,ポーズ,ぽーず
ホール,ホール,ほーる
保育,ほいく,ほいく
ボイコット,ボイコット,ぼいこっと
ポイント,ポイント,ぽいんと
法案,ほうあん,ほうあん
防衛,ぼうえい,ぼうえい
防火,ぼうか,ぼうか
崩壊,ほうかい,ほうかい
法学,ほうがく,ほうがく
宝器,ほうき,ほうき
放棄,ほうき,ほうき
封建,ほうけん,ほうけん
奉仕,ほうし,ほうし
放射,ほうしゃ,ほうしゃ
放射能,ほうしゃのう,ほうしゃのう
報酬,ほうしゅう,ほうしゅう
報じる,ほうじる,ほうじる
報ずる,ほうずる,ほうずる
紡績,ぼうせき,ぼうせき
呆然,ぼうぜん,ぼうぜん
法廷,ほうてい,ほうてい
報道,ほうどう,ほうどう
冒頭,ぼうとう,ぼうとう
暴動,ぼうどう,ぼうどう
褒美,ほうび,ほうび
暴風,ぼうふう,ぼうふう
放り込む,ほうりこむ,ほうりこむ
放り出す,ほうりだす,ほうりだす
暴力,ぼうりょく,ぼうりょく
飽和,ほうわ,ほうわ
保温,ほおん,ほおん
保管,ほかん,ほかん
補給,ほきゅう,ほきゅう
募金,ぼきん,ぼきん
牧師,ぼくし,ぼくし
捕鯨,ほげい,ほげい
保険,ほけん,ほけん
保護,ほご,ほご
母校,ぼこう,ぼこう
誇る,ほこる,ほこる
綻びる,ほころびる,ほころびる
干し,ほし,ほし
ポジション,ポジション,ぽじしょん
干し物,ほしもの,ほしもの
補充,ほじゅう,ほじゅう
補助,ほじょ,ほじょ
保証,ほしょう,ほしょう
舗装,ほそう,ほそう
補足,ほそく,ほそく
墓地,ぼち,ぼち
発作,ほっさ,ほっさ
没収,ぼっしゅう,ぼっしゅう
発足,ほっそく,ほっそく
坊ちゃん,ぼっちゃん,ぼっちゃん
ほっと,ほっと,ほっと
ホット,ホット,ほっと
ポット,ポット,ぽっと
ぼつぼつ,ぼつぼつ,ぼつぼつ
解く,ほどく,ほどく
施す,ほどこす,ほどこす
殆ど,ほとんど,ほとんど
保母,ほぼ,ほぼ
ぼやく,ぼやく,ぼやく
ぼやける,ぼやける,ぼやける
保養,ほよう,ほよう
捕吏,ほり,ほり
捕虜,ほりょ,ほりょ
ボルト,ボルト,ぼると
襤褸,ぼろ,ぼろ
滅びる,ほろびる,ほろびる
滅ぼす,ほろぼす,ほろぼす
本格,ほんかく,ほんかく
本館,ほんかん,ほんかん
本気,ほんき,ほんき
本質,ほんしつ,ほんしつ
本体,ほんたい,ほんたい
本音,ほんね,ほんね
本の,ほんの,ほんの
本能,ほんのう,ほんのう
本場,ほんば,ほんば
ポンプ,ポンプ,ぽんぷ
本文,ほんぶん,ほんぶん
本名,ほんみょう,ほんみょう
マーク,マーク,まーく
枚,まい,まい
埋蔵,まいぞう,まいぞう
舞う,まう,まう
真上,まうえ,まうえ
前置き,まえおき,まえおき
前もって,まえもって,まえもって
任す,まかす,まかす
負かす,まかす,まかす
曲がる,まがる,まがる
巻,まき,まき
紛らわしい,まぎらわしい,まぎらわしい
紛れる,まぎれる,まぎれる
幕,まく,まく
膜,まく,まく
捲る,まくる,まくる
真心,まごころ,まごころ
間誤付く,まごつく,まごつく
誠,まこと,まこと
誠に,まことに,まことに
正しく,まさしく,まさしく
正に,まさに,まさに
勝る,まさる,まさる
増し,まし,まし
交える,まじえる,まじえる
真下,ました,ました
況して,まして,まして
交わる,まじわる,まじわる
麻酔,ますい,ますい
不味い,まずい,まずい
マスコミ,マスコミ,ますこみ
益々,ますます,ますます
股,また,また
未だ,まだ,まだ
跨る,またがる,またがる
跨ぐ,またぐ,またぐ
待ち合わせ,まちあわせ,まちあわせ
間違う,まちがう,まちがう
待ち望む,まちのぞむ,まちのぞむ
区々,まちまち,まちまち
マッサージ,マッサージ,まっさーじ
真っ二つ,まっぷたつ,まっぷたつ
的,まと,まと
纏まり,まとまり,まとまり
纏め,まとめ,まとめ
免れる,まぬがれる,まぬがれる
瞬き,まばたき,まばたき
麻痺,まひ,まひ
眩しい,まぶしい,まぶしい
瞼,まぶた,まぶた
間々,まま,まま
間もなく,まもなく,まもなく
眉,まゆ,まゆ
鞠,まり,まり
丸ごと,まるごと,まるごと
丸っきり,まるっきり,まるっきり
丸で,まるで,まるで
丸々,まるまる,まるまる
丸める,まるめる,まるめる
満月,まんげつ,まんげつ
真ん中,まんなか,まんなか
真ん前,まんまえ,まんまえ
真ん円い,まんまるい,まんまるい
見合い,みあい,みあい
見合わせる,みあわせる,みあわせる
見落とす,みおとす,みおとす
未開,みかい,みかい
味覚,みかく,みかく
見かける,みかける,みかける
見方,みかた,みかた
三日月,みかづき,みかづき
幹,みき,みき
見苦しい,みぐるしい,みぐるしい
見込み,みこみ,みこみ
未婚,みこん,みこん
惨め,みじめ,みじめ
未熟,みじゅく,みじゅく
微塵,みじん,みじん
水気,みずけ,みずけ
ミスプリント,ミスプリント,みすぷりんと
見窄らしい,みすぼらしい,みすぼらしい
ミセス,ミセス,みせす
見せびらかす,みせびらかす,みせびらかす
見世物,みせもの,みせもの
満たす,みたす,みたす
乱れる,みだれる,みだれる
未知,みち,みち
導く,みちびく,みちびく
蜜,みつ,みつ
密集,みっしゅう,みっしゅう
密接,みっせつ,みっせつ
密度,みつど,みつど
見っともない,みっともない,みっともない
見積もり,みつもり,みつもり
見通し,みとおし,みとおし
源,みなもと,みなもと
身なり,みなり,みなり
見逃す,みのがす,みのがす
見晴らし,みはらし,みはらし
身振り,みぶり,みぶり
見舞い,みまい,みまい
脈,みゃく,みゃく
ミュージック,ミュージック,みゅーじっく
ミリ,ミリ,みり
見渡す,みわたす,みわたす
民主,みんしゅ,みんしゅ
民宿,みんしゅく,みんしゅく
民俗,みんぞく,みんぞく
民族,みんぞく,みんぞく
ムード,ムード,むーど
無意味,むいみ,むいみ
無口,むくち,むくち
向け,むけ,むけ
婿,むこ,むこ
無効,むこう,むこう
無言,むごん,むごん
無邪気,むじゃき,むじゃき
結び,むすび,むすび
結びつき,むすびつき,むすびつき
結び付ける,むすびつける,むすびつける
無線,むせん,むせん
無知,むち,むち
無茶,むちゃ,むちゃ
無茶苦茶,むちゃくちゃ,むちゃくちゃ
虚しい,むなしい,むなしい
無能,むのう,むのう
無用,むよう,むよう
群がる,むらがる,むらがる
メーカー,メーカー,めーかー
名産,めいさん,めいさん
命中,めいちゅう,めいちゅう
名簿,めいぼ,めいぼ
名誉,めいよ,めいよ
明瞭,めいりょう,めいりょう
明朗,めいろう,めいろう
目方,めかた,めかた
眼鏡,めがね,めがね
恵み,めぐみ,めぐみ
恵む,めぐむ,めぐむ
目覚ましい,めざましい,めざましい
目覚める,めざめる,めざめる
召す,めす,めす
雌,めす,めす
目茶苦茶,めちゃくちゃ,めちゃくちゃ
メッセージ,メッセージ,めっせーじ
メディア,メディア,めでぃあ
目出度い,めでたい,めでたい
目盛り,めもり,めもり
メロディー,メロディー,めろでぃー
面会,めんかい,めんかい
免除,めんじょ,めんじょ
面する,めんする,めんする
モーテル,モーテル,もーてる
設ける,もうける,もうける
申し入れる,もうしいれる,もうしいれる
申し出,もうしで,もうしで
申し出る,もうしでる,もうしでる
申し分,もうしぶん,もうしぶん
盲点,もうてん,もうてん
猛烈,もうれつ,もうれつ
藻掻く,もがく,もがく
目録,もくろく,もくろく
目論見,もくろみ,もくろみ
模型,もけい,もけい
模索,もさく,もさく
若し,もし,もし
若しかしたら,もしかしたら,もしかしたら
若しかして,もしかして,もしかして
若しかすると,もしかすると,もしかすると
若しくは,もしくは,もしくは
若しも,もしも,もしも
齎す,もたらす,もたらす
凭れる,もたれる,もたれる
持ち,もち,もち
持ち切り,もちきり,もちきり
勿体ない,もったいない,もったいない
以て,もって,もって
専ら,もっぱら,もっぱら
持て成す,もてなす,もてなす
持てる,もてる,もてる
基,もとい,もとい
モニター,モニター,もにたー
物置,ものおき,ものおき
物足りない,ものたりない,ものたりない
最早,もはや,もはや
模範,もはん,もはん
模倣,もほう,もほう
揉める,もめる,もめる
木綿,もめん,もめん
股,もも,もも
催す,もよおす,もよおす
漏らす,もらす,もらす
